sysfiletype_id,sysfiletype_name,sysfiletype_extension,sysfiletype_category,sysfiletype_os,sysfiletype_binary_text,sysfiletype_user_editable,sysfiletype_criticality,sysfiletype_description,sysfiletype_typical_location
396,Fragment Shader,.frag,Programming,Cross-platform,Text,Yes,Low,Fragment shader. Processes pixel colors in graphics pipeline.,Various
397,HLSL Shader,.hlsl,Programming,Windows,Text,Yes,Low,HLSL shader. High-Level Shading Language for DirectX.,Various
398,Metal Shader,.metal,Programming,macOS/iOS,Text,Yes,Low,Metal shader. Apple's shading language for GPU programming.,Various
399,SPIR-V,.spv,Programming,Cross-platform,Binary,No,Low,SPIR-V binary. Standard intermediate representation for GPU shaders.,Various
400,Jupyter Notebook,.ipynb,Programming,Cross-platform,Text,Yes,Low,Jupyter notebook. Interactive computational document with code and output.,Various
401,R Markdown,.rmd,Programming,Cross-platform,Text,Yes,Low,R Markdown. Combines R code with Markdown for reproducible research.,Various
402,Quarto Document,.qmd,Programming,Cross-platform,Text,Yes,Low,Quarto document. Scientific and technical publishing system.,Various
403,Literate Haskell,.lhs,Programming,Cross-platform,Text,Yes,Low,Literate Haskell. Haskell code with documentation in single file.,Various
404,Noweb,.nw,Programming,Cross-platform,Text,Yes,Low,Noweb literate programming. Language-independent literate programming.,Various
405,Sweave,.rnw,Programming,Cross-platform,Text,Yes,Low,Sweave document. Embeds R code in LaTeX documents.,Various
406,ZIP Archive,.zip,Archive,Cross-platform,Binary,No,Low,ZIP archive. Compressed archive supporting multiple files with folder structure.,Various
407,7-Zip Archive,.7z,Archive,Cross-platform,Binary,No,Low,7-Zip archive. High compression ratio archive format.,Various
408,RAR Archive,.rar,Archive,Cross-platform,Binary,No,Low,RAR archive. Proprietary compressed archive format.,Various
409,TAR Archive,.tar,Archive,Cross-platform,Binary,No,Low,Tape archive. Uncompressed archive bundling multiple files.,Various
410,GZip Compressed,.gz,Archive,Cross-platform,Binary,No,Low,"GZip compressed file. GNU zip compression, often combined with TAR.",Various
411,BZip2 Compressed,.bz2,Archive,Cross-platform,Binary,No,Low,"BZip2 compressed. Higher compression than GZip, slower speed.",Various
412,XZ Compressed,.xz,Archive,Cross-platform,Binary,No,Low,XZ compressed. High compression using LZMA algorithm.,Various
413,LZMA Compressed,.lzma,Archive,Cross-platform,Binary,No,Low,LZMA compressed. Lempel-Ziv-Markov chain algorithm compression.,Various
414,LZ4 Compressed,.lz4,Archive,Cross-platform,Binary,No,Low,LZ4 compressed. Extremely fast compression algorithm.,Various
415,Zstandard,.zst,Archive,Cross-platform,Binary,No,Low,Zstandard compressed. Fast compression with good ratios.,Various
416,TAR GZip,.tar.gz,Archive,Cross-platform,Binary,No,Low,TAR GZip archive. Combined TAR archive with GZip compression.,Various
417,TAR BZip2,.tar.bz2,Archive,Cross-platform,Binary,No,Low,TAR BZip2 archive. Combined TAR archive with BZip2 compression.,Various
418,TAR XZ,.tar.xz,Archive,Cross-platform,Binary,No,Low,TAR XZ archive. Combined TAR archive with XZ compression.,Various
419,Compress,.z,Archive,Unix,Binary,No,Low,Unix compress. Legacy Unix compression format.,Various
420,StuffIt Archive,.sit,Archive,macOS,Binary,No,Low,StuffIt archive. Legacy macOS compression format.,Various
421,ARJ Archive,.arj,Archive,Cross-platform,Binary,No,Low,ARJ archive. Legacy DOS compression format.,Various
422,LHarc Archive,.lzh,Archive,Cross-platform,Binary,No,Low,LHA archive. Japanese compression format popular in 1990s.,Various
423,ACE Archive,.ace,Archive,Cross-platform,Binary,No,Low,ACE archive. High compression ratio proprietary format.,Various
424,ARC Archive,.arc,Archive,Cross-platform,Binary,No,Low,ARC archive. Legacy compression format from 1980s.,Various
425,Bitmap Image,.bmp,Image,Cross-platform,Binary,No,Low,Bitmap image. Uncompressed raster graphics format.,Various
426,JPEG Image,.jpg,Image,Cross-platform,Binary,No,Low,JPEG image. Lossy compressed image format for photographs.,Various
427,JPEG Alternate,.jpeg,Image,Cross-platform,Binary,No,Low,JPEG alternate extension. Same as JPG format.,Various
428,PNG Image,.png,Image,Cross-platform,Binary,No,Low,PNG image. Lossless compressed raster graphics with transparency.,Various
429,GIF Image,.gif,Image,Cross-platform,Binary,No,Low,GIF image. Supports animation and limited 256-color palette.,Various
430,WebP Image,.webp,Image,Cross-platform,Binary,No,Low,WebP image. Modern format with superior compression and quality.,Various
431,TIFF Image,.tiff,Image,Cross-platform,Binary,No,Low,"TIFF image. Flexible format for high-quality images, used in publishing.",Various
432,TIFF Alternate,.tif,Image,Cross-platform,Binary,No,Low,TIFF alternate extension. Same as TIFF format.,Various
433,SVG Image,.svg,Image,Cross-platform,Text,Yes,Low,SVG image. Scalable vector graphics in XML format.,Various
434,SVGZ Compressed,.svgz,Image,Cross-platform,Binary,No,Low,Compressed SVG. GZip-compressed SVG for smaller file size.,Various
435,RAW Image,.raw,Image,Cross-platform,Binary,No,Low,RAW image. Unprocessed image data from camera sensor.,Various
436,Canon RAW,.cr2,Image,Cross-platform,Binary,No,Low,Canon RAW format. Canon camera's proprietary RAW format.,Various
437,Canon RAW 3,.cr3,Image,Cross-platform,Binary,No,Low,Canon RAW 3. Newer Canon RAW format.,Various
438,Nikon RAW,.nef,Image,Cross-platform,Binary,No,Low,Nikon RAW format. Nikon camera's proprietary RAW format.,Various
439,Sony RAW,.arw,Image,Cross-platform,Binary,No,Low,Sony RAW format. Sony camera's proprietary RAW format.,Various
440,Adobe DNG,.dng,Image,Cross-platform,Binary,No,Low,Digital Negative. Adobe's open RAW image format.,Various
441,Photoshop,.psd,Image,Cross-platform,Binary,No,Low,Photoshop document. Adobe Photoshop layered image format.,Various
442,Photoshop Big,.psb,Image,Cross-platform,Binary,No,Low,"Large Photoshop document. For images larger than 30,000 pixels.",Various
443,GIMP Image,.xcf,Image,Cross-platform,Binary,No,Low,GIMP native format. Preserves layers and editing information.,Various
444,Krita Image,.kra,Image,Cross-platform,Binary,No,Low,Krita document. Digital painting application native format.,Various
445,Paint.NET,.pdn,Image,Windows,Binary,No,Low,Paint.NET image. Windows image editor native format with layers.,Various
446,Windows Icon,.ico,Image,Windows,Binary,No,Low,Windows icon. Contains multiple resolution icons for Windows.,Various
447,Cursor,.cur,Image,Windows,Binary,No,Low,Windows cursor. Mouse pointer image file.,Various
448,Apple Icon,.icns,Image,macOS,Binary,No,Low,Apple icon format. Contains multiple resolution icons for macOS.,Various
449,JPEG 2000,.jp2,Image,Cross-platform,Binary,No,Low,JPEG 2000. Advanced image compression with better quality.,Various
450,HEIF Image,.heif,Image,Cross-platform,Binary,No,Low,High Efficiency Image Format. Modern efficient image format.,Various
451,HEIC Image,.heic,Image,Cross-platform,Binary,No,Low,HEIC image. Apple's implementation of HEIF format.,Various
452,AVIF Image,.avif,Image,Cross-platform,Binary,No,Low,AV1 Image Format. Very efficient modern image format.,Various
453,JXL Image,.jxl,Image,Cross-platform,Binary,No,Low,JPEG XL. Next-generation image format with excellent compression.,Various
454,PCX Image,.pcx,Image,Cross-platform,Binary,No,Low,PC Paintbrush. Legacy raster image format from DOS era.,Various
455,TGA Image,.tga,Image,Cross-platform,Binary,No,Low,Targa image. Raster graphics format supporting transparency.,Various
456,DDS Texture,.dds,Image,Cross-platform,Binary,No,Low,DirectDraw Surface. Texture format for 3D graphics applications.,Various
457,Audio Interchange,.aiff,Audio,Cross-platform,Binary,No,Low,AIFF audio. Uncompressed audio format developed by Apple.,Various
458,AIFF Compressed,.aifc,Audio,Cross-platform,Binary,No,Low,AIFF compressed. Compressed variant of AIFF format.,Various
459,WAV Audio,.wav,Audio,Cross-platform,Binary,No,Low,Waveform audio. Uncompressed audio format for Windows.,Various
460,MP3 Audio,.mp3,Audio,Cross-platform,Binary,No,Low,MP3 audio. Lossy compressed audio with wide compatibility.,Various
461,AAC Audio,.aac,Audio,Cross-platform,Binary,No,Low,"AAC audio. Advanced audio compression, better than MP3.",Various
462,M4A Audio,.m4a,Audio,Cross-platform,Binary,No,Low,MPEG-4 audio. AAC audio in MP4 container.,Various
463,FLAC Audio,.flac,Audio,Cross-platform,Binary,No,Low,FLAC audio. Free lossless audio compression.,Various
464,ALAC Audio,.alac,Audio,Cross-platform,Binary,No,Low,Apple Lossless. Apple's lossless audio compression.,Various
465,Ogg Vorbis,.ogg,Audio,Cross-platform,Binary,No,Low,Ogg Vorbis audio. Open-source lossy audio compression.,Various
466,Opus Audio,.opus,Audio,Cross-platform,Binary,No,Low,Opus audio. Highly efficient audio codec for internet streaming.,Various
467,WMA Audio,.wma,Audio,Windows,Binary,No,Low,Windows Media Audio. Microsoft's lossy audio format.,Various
468,APE Audio,.ape,Audio,Cross-platform,Binary,No,Low,Monkey's Audio. Lossless audio compression format.,Various
469,WavPack,.wv,Audio,Cross-platform,Binary,No,Low,WavPack audio. Hybrid lossless audio compression.,Various
470,DSD Audio,.dsf,Audio,Cross-platform,Binary,No,Low,DSD stream. High-resolution audio format for audiophiles.,Various
471,MIDI,.mid,Audio,Cross-platform,Binary,No,Low,MIDI file. Musical Instrument Digital Interface sequence data.,Various
472,MIDI Alternate,.midi,Audio,Cross-platform,Binary,No,Low,MIDI alternate extension. Same as MID format.,Various
473,MOD Audio,.mod,Audio,Cross-platform,Binary,No,Low,MOD music. Tracker module format from Amiga era.,Various
474,S3M Audio,.s3m,Audio,Cross-platform,Binary,No,Low,ScreamTracker 3 module. PC tracker music format.,Various
475,XM Audio,.xm,Audio,Cross-platform,Binary,No,Low,Extended Module. FastTracker 2 music format.,Various
476,IT Audio,.it,Audio,Cross-platform,Binary,No,Low,Impulse Tracker. Advanced tracker music format.,Various
477,MPEG Video,.mpg,Video,Cross-platform,Binary,No,Low,MPEG video. Standard video compression format.,Various
478,MPEG Alternate,.mpeg,Video,Cross-platform,Binary,No,Low,MPEG alternate extension. Same as MPG format.,Various
479,MP4 Video,.mp4,Video,Cross-platform,Binary,No,Low,MPEG-4 video. Modern container for video and audio.,Various
480,M4V Video,.m4v,Video,Cross-platform,Binary,No,Low,iTunes video. MP4 variant used by Apple.,Various
481,MOV Video,.mov,Video,Cross-platform,Binary,No,Low,QuickTime movie. Apple's multimedia container format.,Various
482,AVI Video,.avi,Video,Windows,Binary,No,Low,Audio Video Interleave. Legacy Windows video container.,Various
483,WMV Video,.wmv,Video,Windows,Binary,No,Low,Windows Media Video. Microsoft's video compression format.,Various
484,FLV Video,.flv,Video,Cross-platform,Binary,No,Low,Flash video. Legacy web video format for Adobe Flash.,Various
485,WebM Video,.webm,Video,Cross-platform,Binary,No,Low,WebM video. Open web video format using VP8/VP9 codecs.,Various
486,MKV Video,.mkv,Video,Cross-platform,Binary,No,Low,Matroska video. Open container supporting multiple codecs.,Various
487,OGV Video,.ogv,Video,Cross-platform,Binary,No,Low,Ogg video. Open video format using Theora codec.,Various
488,3GPP Video,.3gp,Video,Cross-platform,Binary,No,Low,3GPP video. Mobile phone video format.,Various
489,3GPP2 Video,.3g2,Video,Cross-platform,Binary,No,Low,3GPP2 video. Enhanced mobile video format.,Various
490,VOB Video,.vob,Video,Cross-platform,Binary,No,Low,DVD video object. DVD video and audio container.,Various
491,TS Video,.ts,Video,Cross-platform,Binary,No,Low,MPEG transport stream. Container for broadcast video.,Various
492,M2TS Video,.m2ts,Video,Cross-platform,Binary,No,Low,Blu-ray transport stream. High-definition video format.,Various
493,MTS Video,.mts,Video,Cross-platform,Binary,No,Low,AVCHD video. HD camcorder video format.,Various
494,ProRes,.mov,Video,macOS,Binary,No,Low,Apple ProRes. Professional video codec for editing.,Various
495,DNxHD,.mxf,Video,Cross-platform,Binary,No,Low,Avid DNxHD. Professional video codec in MXF container.,Various
496,Cinema DNG,.dng,Video,Cross-platform,Binary,No,Low,Cinema DNG. RAW video format for professional cameras.,Various
497,SRT Subtitle,.srt,Subtitle,Cross-platform,Text,Yes,Low,SubRip subtitle. Simple timed text subtitle format.,Various
498,ASS Subtitle,.ass,Subtitle,Cross-platform,Text,Yes,Low,Advanced SubStation Alpha. Subtitle format with styling.,Various
499,SSA Subtitle,.ssa,Subtitle,Cross-platform,Text,Yes,Low,SubStation Alpha. Legacy subtitle format with basic styling.,Various
500,VTT Subtitle,.vtt,Subtitle,Cross-platform,Text,Yes,Low,WebVTT subtitle. Web video text tracks format.,Various
501,SUB Subtitle,.sub,Subtitle,Cross-platform,Text/Binary,Yes,Low,MicroDVD subtitle. Simple frame-based subtitle format.,Various
502,SBV Subtitle,.sbv,Subtitle,Cross-platform,Text,Yes,Low,YouTube subtitle. Simple timed caption format.,Various
503,LRC Lyrics,.lrc,Subtitle,Cross-platform,Text,Yes,Low,LRC lyrics. Synchronized lyrics format for audio.,Various
504,EPUB eBook,.epub,eBook,Cross-platform,Binary,No,Low,EPUB eBook. Open standard for reflowable digital books.,Various
505,MOBI eBook,.mobi,eBook,Cross-platform,Binary,No,Low,Mobipocket eBook. Amazon Kindle legacy format.,Various
506,AZW eBook,.azw,eBook,Cross-platform,Binary,No,Low,Amazon Kindle. Proprietary Kindle eBook format.,Various
507,AZW3 eBook,.azw3,eBook,Cross-platform,Binary,No,Low,Kindle Format 8. Modern Kindle eBook format.,Various
508,CBZ Comic,.cbz,eBook,Cross-platform,Binary,No,Low,Comic book ZIP. ZIP archive of images for comic books.,Various
509,CBR Comic,.cbr,eBook,Cross-platform,Binary,No,Low,Comic book RAR. RAR archive of images for comic books.,Various
510,FB2 eBook,.fb2,eBook,Cross-platform,Text,Yes,Low,FictionBook. XML-based eBook format popular in Russia.,Various
511,DjVu,.djvu,Document,Cross-platform,Binary,No,Low,DjVu document. Compressed format for scanned documents.,Various
512,IFC Model,.ifc,CAD,Cross-platform,Text,Yes,Low,Industry Foundation Classes. BIM data exchange format for buildings.,Various
513,DWG Drawing,.dwg,CAD,Cross-platform,Binary,No,Low,AutoCAD drawing. Native format for AutoCAD.,Various
514,DXF Drawing,.dxf,CAD,Cross-platform,Text,Yes,Low,Drawing Exchange Format. AutoCAD interchange format.,Various
515,STL 3D,.stl,3D,Cross-platform,Binary/Text,Yes,Low,Stereolithography. 3D printing and CAD mesh format.,Various
516,OBJ 3D,.obj,3D,Cross-platform,Text,Yes,Low,Wavefront OBJ. 3D geometry definition file.,Various
517,FBX 3D,.fbx,3D,Cross-platform,Binary,No,Low,Filmbox. Autodesk 3D asset exchange format.,Various
518,COLLADA,.dae,3D,Cross-platform,Text,Yes,Low,COLLADA. Open 3D asset exchange format in XML.,Various
519,glTF 3D,.gltf,3D,Cross-platform,Text,Yes,Low,GL Transmission Format. Open 3D scene format for web.,Various
520,glTF Binary,.glb,3D,Cross-platform,Binary,No,Low,Binary glTF. Compact binary version of glTF.,Various
521,3DS,.3ds,3D,Cross-platform,Binary,No,Low,3D Studio. Legacy 3D model format from Autodesk.,Various
522,Blend,.blend,3D,Cross-platform,Binary,No,Low,Blender file. Native format for Blender 3D software.,Various
523,PLY 3D,.ply,3D,Cross-platform,Text/Binary,Yes,Low,Polygon file. 3D scanning format for point clouds.,Various
524,X3D,.x3d,3D,Cross-platform,Text,Yes,Low,Extensible 3D. XML-based 3D scene format.,Various
525,USDZ,.usdz,3D,Cross-platform,Binary,No,Low,Universal Scene Description. Apple's AR 3D format.,Various
526,STEP,.step,CAD,Cross-platform,Text,Yes,Low,STEP CAD. ISO standard for product model data exchange.,Various
527,IGES,.iges,CAD,Cross-platform,Text,Yes,Low,Initial Graphics Exchange. CAD data interchange format.,Various
528,Parasolid,.x_t,CAD,Cross-platform,Text,Yes,Low,Parasolid. Precise 3D geometric modeling format.,Various
529,VRML,.wrl,3D,Cross-platform,Text,Yes,Low,Virtual Reality Modeling. 3D scene description format.,Various
530,Email Message,.eml,Email,Cross-platform,Text,Yes,Low,Email message file. Standard internet email format.,Various
531,Outlook Message,.msg,Email,Windows,Binary,No,Low,Outlook message. Microsoft Outlook proprietary email format.,Various
532,MBOX Mailbox,.mbox,Email,Cross-platform,Text,Yes,Low,MBOX mailbox. Unix mailbox format storing multiple emails.,Various
533,vCard,.vcf,Contact,Cross-platform,Text,Yes,Low,vCard. Electronic business card format for contact information.,Various
534,iCalendar,.ics,Calendar,Cross-platform,Text,Yes,Low,iCalendar. Standard format for calendar data exchange.,Various
535,vCalendar,.vcs,Calendar,Cross-platform,Text,Yes,Low,"vCalendar. Legacy calendar format, predecessor to iCalendar.",Various
536,OneNote,.one,Note,Windows,Binary,No,Low,OneNote notebook. Microsoft OneNote note-taking format.,Various
537,Evernote,.enex,Note,Cross-platform,Text,Yes,Low,Evernote export. XML format for Evernote note export.,Various
538,Notion Export,.zip,Note,Cross-platform,Binary,No,Low,Notion export. ZIP containing Markdown and HTML exports.,Various
539,Mind Map,.mm,Visualization,Cross-platform,Text,Yes,Low,FreeMind map. XML-based mind mapping format.,Various
540,MindManager,.mmap,Visualization,Cross-platform,Binary,No,Low,MindManager map. Mind mapping application format.,Various
541,XMind,.xmind,Visualization,Cross-platform,Binary,No,Low,XMind map. Mind mapping and brainstorming format.,Various
542,GraphML,.graphml,Visualization,Cross-platform,Text,Yes,Low,GraphML. XML-based graph description language.,Various
543,DOT Graph,.dot,Visualization,Cross-platform,Text,Yes,Low,Graphviz DOT. Graph description language.,Various
544,PlantUML,.puml,Visualization,Cross-platform,Text,Yes,Low,PlantUML diagram. Text-based UML diagram description.,Various
545,Mermaid,.mmd,Visualization,Cross-platform,Text,Yes,Low,Mermaid diagram. JavaScript-based diagramming and charting.,Various
546,Draw.io,.drawio,Visualization,Cross-platform,Text,Yes,Low,Draw.io diagram. XML-based diagram format.,Various
547,Visio Drawing,.vsd,Visualization,Windows,Binary,No,Low,Visio drawing. Microsoft Visio legacy format.,Various
548,Visio XML,.vsdx,Visualization,Cross-platform,Binary,No,Low,Visio modern. Microsoft Visio XML-based format.,Various
549,OmniGraffle,.graffle,Visualization,macOS,Binary,No,Low,OmniGraffle document. macOS diagramming application format.,Various
550,Sketch,.sketch,Design,macOS,Binary,No,Low,Sketch design. macOS interface design application format.,Various
551,Figma,.fig,Design,Cross-platform,Binary,No,Low,Figma design. Collaborative interface design format.,Various
552,Adobe XD,.xd,Design,Cross-platform,Binary,No,Low,Adobe XD design. UI/UX design and prototype format.,Various
553,InVision,.studio,Design,Cross-platform,Binary,No,Low,InVision Studio. Screen design and prototyping format.,Various
554,Adobe Illustrator,.ai,Design,Cross-platform,Binary,No,Low,Illustrator document. Vector graphics design format.,Various
555,Adobe InDesign,.indd,Design,Cross-platform,Binary,No,Low,InDesign document. Page layout and desktop publishing.,Various
556,QuarkXPress,.qxd,Design,Cross-platform,Binary,No,Low,QuarkXPress document. Desktop publishing format.,Various
557,CorelDRAW,.cdr,Design,Windows,Binary,No,Low,CorelDRAW graphic. Vector graphics editor format.,Various
558,Affinity Designer,.afdesign,Design,Cross-platform,Binary,No,Low,Affinity Designer. Vector graphic design format.,Various
559,Affinity Photo,.afphoto,Design,Cross-platform,Binary,No,Low,Affinity Photo. Raster image editing format.,Various
560,Affinity Publisher,.afpub,Design,Cross-platform,Binary,No,Low,Affinity Publisher. Page layout and publishing format.,Various
561,Windows Metafile,.wmf,Graphics,Windows,Binary,No,Low,Windows Metafile. Legacy vector graphics format.,Various
562,Enhanced Metafile,.emf,Graphics,Windows,Binary,No,Low,Enhanced Metafile. Improved Windows vector format.,Various
563,Computer Graphics Metafile,.cgm,Graphics,Cross-platform,Binary/Text,Yes,Low,CGM. ISO standard for vector graphics interchange.,Various
564,HP Graphics Language,.hpgl,Graphics,Cross-platform,Text,Yes,Low,HPGL. Plotter control language for vector graphics.,Various
565,Printer Control Language,.pcl,Graphics,Cross-platform,Binary,No,Low,PCL. HP page description language for printers.,Various
566,Font file,.ttf,Font,Cross-platform,Binary,No,Low,TrueType Font. Scalable font format.,Various
567,OpenType Font,.otf,Font,Cross-platform,Binary,No,Low,OpenType Font. Advanced font format with typography features.,Various
568,Web Open Font,.woff,Font,Cross-platform,Binary,No,Low,WOFF. Compressed font format for web use.,Various
569,Web Open Font 2,.woff2,Font,Cross-platform,Binary,No,Low,WOFF2. Improved compression for web fonts.,Various
570,Embedded OpenType,.eot,Font,Windows,Binary,No,Low,EOT. Legacy web font format for Internet Explorer.,Various
571,Type 1 Font,.pfb,Font,Cross-platform,Binary,No,Low,PostScript Type 1. Legacy scalable font format.,Various
572,Type 1 Metrics,.pfm,Font,Windows,Binary,No,Low,Type 1 metrics. Font metrics for Type 1 fonts.,Various
573,Font Outline,.fon,Font,Windows,Binary,No,Low,Bitmap font. Legacy Windows bitmap font.,Various
574,TrueType Collection,.ttc,Font,Cross-platform,Binary,No,Low,TrueType Collection. Multiple TrueType fonts in one file.,Various
575,Unified Font Object,.ufo,Font,Cross-platform,Text,Yes,Low,UFO. Open source font development format.,Various
576,Disk Image,.img,Image,Cross-platform,Binary,No,Low,Disk image. Raw disk or partition image.,Various
577,Apple Disk Image,.dmg,Image,macOS,Binary,No,Low,DMG. Compressed disk image for macOS software distribution.,Various
578,Virtual Disk,.vdi,Virtualization,Cross-platform,Binary,No,Medium,VirtualBox disk. VirtualBox virtual machine disk format.,Various
579,VMware Disk,.vmdk,Virtualization,Cross-platform,Binary,No,Medium,VMware disk. VMware virtual machine disk format.,Various
580,QEMU Disk,.qcow2,Virtualization,Cross-platform,Binary,No,Medium,QCOW2. QEMU copy-on-write disk image format.,Various
581,Hyper-V Disk,.vhdx,Virtualization,Windows,Binary,No,Medium,Hyper-V disk. Microsoft virtual machine disk format.,Various
582,Parallels Disk,.hdd,Virtualization,macOS,Binary,No,Medium,Parallels disk. Parallels Desktop virtual disk format.,Various
583,NRG Disk,.nrg,Image,Cross-platform,Binary,No,Low,Nero image. Nero Burning ROM disk image format.,Various
584,MDF Disk,.mdf,Image,Cross-platform,Binary,No,Low,Media Descriptor. Alcohol 120% disk image format.,Various
585,BIN/CUE,.bin,Image,Cross-platform,Binary,No,Low,BIN/CUE image. CD/DVD image with CUE sheet.,Various
586,CUE Sheet,.cue,Image,Cross-platform,Text,Yes,Low,CUE sheet. Describes layout of CD/DVD image file.,Various
587,Toast,.toast,Image,macOS,Binary,No,Low,Toast image. Roxio Toast disk image for macOS.,Various
588,Torrent,.torrent,P2P,Cross-platform,Binary,No,Low,BitTorrent metadata. Contains info for downloading via BitTorrent.,Various
589,Magnet Link,.magnet,P2P,Cross-platform,Text,Yes,Low,Magnet link. URI scheme for P2P file sharing without torrent file.,Various
590,Windows Shortcut,.lnk,Shortcut,Windows,Binary,No,Low,"Windows shortcut. Points to file, folder, or application.",Various
591,URL Shortcut,.url,Shortcut,Windows,Text,Yes,Low,Internet shortcut. Points to web URL.,Various
592,Desktop Entry,.desktop,Shortcut,Linux,Text,Yes,Low,Desktop entry. Linux application launcher shortcut.,Various
593,macOS Alias,.alias,Shortcut,macOS,Binary,No,Low,macOS alias. Points to file or folder with tracking.,Various
594,Shell Link,.webloc,Shortcut,macOS,Text,Yes,Low,Web location. macOS internet shortcut file.,Various
595,License File,.lic,License,Cross-platform,Text/Binary,No,Medium,License file. Software license key or certificate.,Various
596,PEM Certificate,.pem,Security,Cross-platform,Text,Yes,High,PEM certificate. Base64 encoded certificate or key.,Various
597,Java KeyStore,.jks,Security,Cross-platform,Binary,No,Critical,Java KeyStore. Stores cryptographic keys and certificates.,Various
598,PKCS12,.p12,Security,Cross-platform,Binary,No,Critical,PKCS12. Stores certificate and private key together.,Various
599,GPG Signature,.sig,Security,Cross-platform,Binary,No,Medium,GPG signature. Cryptographic signature for file verification.,Various
600,Checksum,.md5,Verification,Cross-platform,Text,Yes,Low,MD5 checksum. Hash value for file integrity verification.,Various
601,SHA1 Checksum,.sha1,Verification,Cross-platform,Text,Yes,Low,SHA1 checksum. Cryptographic hash for verification.,Various
602,SHA256 Checksum,.sha256,Verification,Cross-platform,Text,Yes,Low,SHA256 checksum. Secure hash for file verification.,Various
603,SHA512 Checksum,.sha512,Verification,Cross-platform,Text,Yes,Low,SHA512 checksum. Highest security hash verification.,Various
604,SFV Checksum,.sfv,Verification,Cross-platform,Text,Yes,Low,Simple File Verification. CRC32 checksums for multiple files.,Various
605,PAR2 Recovery,.par2,Verification,Cross-platform,Binary,No,Low,PAR2. Parity archive for error correction and recovery.,Various
606,M3U Playlist,.m3u,Playlist,Cross-platform,Text,Yes,Low,M3U playlist. Simple text-based media playlist.,Various
607,M3U8 Playlist,.m3u8,Playlist,Cross-platform,Text,Yes,Low,"M3U8 playlist. UTF-8 encoded M3U, used for HLS streaming.",Various
608,PLS Playlist,.pls,Playlist,Cross-platform,Text,Yes,Low,PLS playlist. INI-style media playlist format.,Various
609,XSPF Playlist,.xspf,Playlist,Cross-platform,Text,Yes,Low,XSPF playlist. XML-based shareable playlist format.,Various
610,WPL Playlist,.wpl,Playlist,Windows,Text,Yes,Low,Windows Media playlist. XML-based playlist for Windows Media.,Various
611,ASX Playlist,.asx,Playlist,Windows,Text,Yes,Low,Advanced Stream Redirector. Playlist for streaming media.,Various
612,CUE Playlist,.cue,Playlist,Cross-platform,Text,Yes,Low,CUE playlist. Describes tracks in audio files.,Various
613,Saved Game,.sav,Game,Cross-platform,Binary,No,Low,Save file. Game progress and state data.,Various
614,Game ROM,.rom,Game,Cross-platform,Binary,No,Low,ROM image. Video game cartridge dump.,Various
615,NES ROM,.nes,Game,Cross-platform,Binary,No,Low,NES ROM. Nintendo Entertainment System game image.,Various
616,SNES ROM,.smc,Game,Cross-platform,Binary,No,Low,SNES ROM. Super Nintendo game image.,Various
617,Game Boy ROM,.gb,Game,Cross-platform,Binary,No,Low,Game Boy ROM. Nintendo Game Boy game image.,Various
618,Game Boy Advance,.gba,Game,Cross-platform,Binary,No,Low,GBA ROM. Game Boy Advance game image.,Various
619,Nintendo DS,.nds,Game,Cross-platform,Binary,No,Low,NDS ROM. Nintendo DS game image.,Various
620,PlayStation,.bin,Game,Cross-platform,Binary,No,Low,PlayStation game. PS1 game CD image.,Various
621,Unity Asset,.unity,Game,Cross-platform,Binary,No,Low,Unity scene. Unity game engine scene file.,Various
622,Unreal Map,.umap,Game,Cross-platform,Binary,No,Low,Unreal map. Unreal Engine level file.,Various
623,Source Map,.bsp,Game,Cross-platform,Binary,No,Low,BSP map. Binary Space Partition map for Source engine.,Various
624,Minecraft World,.dat,Game,Cross-platform,Binary,No,Low,Minecraft data. NBT format game data.,Various
625,Minecraft Region,.mca,Game,Cross-platform,Binary,No,Low,Minecraft region. Chunk data for Minecraft worlds.,Various
626,Mod Package,.pak,Game,Cross-platform,Binary,No,Low,Package file. Game asset or mod package.,Various
627,Valve Package,.vpk,Game,Cross-platform,Binary,No,Low,Valve package. Source engine asset package.,Various
628,Unreal Package,.upk,Game,Cross-platform,Binary,No,Low,Unreal package. Unreal Engine 3 asset package.,Various
629,Bethesda Plugin,.esp,Game,Windows,Binary,No,Low,Elder Scrolls plugin. Bethesda game mod file.,Various
630,Bethesda Master,.esm,Game,Windows,Binary,No,Low,Elder Scrolls master. Bethesda game master data file.,Various
